city,state,address_1,postal_code,classification,reason_for_recall,product_description,product_quantity,status,dt_report_date,dt_termination_date,report_year,report_month,report_day
Chicago,IL,5569 W. Northwest Highway,60630,Class II,"Undeclared Allergens - Egg, Milk, and Wheat",Chicago Sweet Connections: Coffee Cake - Raspberry Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,63,Terminated,2022-03-16,2022-03-18,2022,3,16
Chicago,IL,5569 W. Northwest Highway,60630,Class II,"Undeclared Allergens - Egg, Milk, and Wheat",Chicago Sweet Connections: Coffee Cake - Blueberry Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,5,Terminated,2022-03-16,2022-03-18,2022,3,16
Norcross,GA,2175 Royal Palm Ct,30071-4616,Class II,"Missing ingredient statement. Undeclared Milk, Egg, Wheat, Soy, Red 40, Red 3, Yellow 5, Yellow 6, Blue 1",Cafe' Intermezzo Party Time Torte 5.31 lbs Two Layers of rich vanilla cake filled with Butter cream! Decorated With sprinkles.,18 Tortes,Completed,2023-03-22,,2023,3,22
Seattle,WA,5303 Shilshole Ave Nw,98107-4021,Class I,Product may contain undeclared egg white.,"Gordon Choice Imitation Crab Supreme Style, Net Wt 40 oz (2 lb 8 oz) Keep Frozen.  UPC 93901-71212.  For Distribution exclusively by Gordon Food Service Wyoming, MI  49509","50,550 lbs.",Terminated,2020-07-08,2020-11-19,2020,7,8
San Juan Bautista,CA,1721 San Juan Hwy,95045-9780,Class I,Recall of Asian Style Chopped Salad Kit because in some instances the dressing and toppings packets inside the bag are not those foe the salad.  Some of the Asian Style Salad Kits could have the dressing packet for the Southwest Chopped Salad Kit which contains egg and milk that are not declared as ingredients on the bag of the Asian Style Salad Kit.,"Earthbound Farm¿ Organic Chopped Asian Style Salad Kit; 11 oz. bag;  (Salad and toppings 8.5 oz {241g} dressing 2.41 fl. oz. [71 mL]).    Ingredients: Cabbage, Romaine lettuce, Kale, Carrots, Cilantro, Crunchy toppings and Tahini Dressing.  UPC 32601 95134    Earthbound Farms, San Juan Bautista, CA 95045","1,755 cases",Terminated,2017-11-08,2017-11-21,2017,11,8
Los Angeles,CA,1700 N Soto St,90033-1127,Class II,AI Foods is recalling egg roll skins due to undeclared wheat.,"Ube Macapuno Empanada, Net Wt. 6.5 oz, 24 units/case  Net Wt. 6.5 oz., UPC 0 30283 16482 3",2 units,Terminated,2015-04-15,2015-07-24,2015,4,15
Chicago,IL,4647 S Archer Ave,60632-2959,Class I,This voluntary recall is being initiated because La Guadalupana's Salsa Verde Vegan Tamales may contain undeclared egg white powder.,La Guadalupana Salsa Verde Vegan Tamales are packed in a bulk plastic bag inside of a corrugated box and are stored frozen or refrigerated until cooked for consumption.,85 cs of 60 count (5100 pcs) and 33 cs of 100 count (3300 pcs),Terminated,2015-04-29,2016-08-24,2015,4,29
Trumbull,CT,30 Lindeman Dr,06611-4755,Class I,Cupcakes contain undeclared milk and egg due to supplier ingredient.,"""Divvies Vegan and Nut Free Vanilla Cupcakes with Chocolate Frosting ***Net. Wt. 6 oz.***""",283 cases - chocolate,Terminated,2021-01-20,2021-08-16,2021,1,20
Gardena,CA,1650 W El Segundo Blvd,90249-2010,Class I,Undeclared allergen; egg.,"Ottogi Beijing JJajang Noodle 5PK  1lb 7.81oz x 8pk  Item #32142407  Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc. 1650 W. El Segundo Bl. Gardena, CA 90249","1,594,338 units",Terminated,2019-03-06,2019-04-26,2019,3,6
West Monroe,LA,131 Frost Commerical Dr,71292-2479,Class I,Pre-portioned sugar cookie dough contains undeclared milk and pre-portioned walnut chocolate chunk cookie dough contains undeclared egg.,Crazy about Cookies 2lb Birthday Celebration COLLECTION Decorated SUGAR COOKIE KIT Item # 03-4033 UPC Code - 698768034339,569 units,Terminated,2016-01-13,2017-08-03,2016,1,13
Brisbane,CA,99 Park Ln,94005-1309,Class I,Labeling for Croissants sold in Northern CA fails to declare  egg in the ingredients list or allergen information. The croissants are manufactured with an egg wash.,"Assorted Croissant:: sold in 4 pack clamshell package.  Ingredients: Plain Croissant: ( dough [enriched unbleached flour (wheat flour, malted barley flour, niacin, iron, thiamin, mononitrate, riboflavin, folic acid) water, butter, sugar, milk, yeast, salt, ascorbic acid, enzymes} topping : Egg spray.  Chocolate Croissant: ( dough [enriched unbleached flour (wheat flour, malted barley flour, niacin, iron, thiamin, mononitrate, riboflavin, folic acid) water, butter, sugar, milk, yeast, salt, ascorbic acid, enzymes}. Filling [chocolate bar (sugar, chocolate liquor, cocoa butter, soya lecithin, whole milk powder, natural vanilla extract)]. Topping egg spray:  Almond Croissant:  Dough ( water, wheat flour, sugar, milk [powder fat whole], salt, yeast, ascorbic acid, butter.  Filling: Almond paste, butter, sugar, eggs. Topping (apricot glaze, almonds. Contains Milk, Eggs, Tree Nuts, Wheat, Soy.    Note: This information is from the new label.    Manufactured by Bakers of Paris, Brisbane, CA for Whole Foods Markets.    UPC: Croissant Assorted 4 Pack Baker Paris, 241598007990",unknown,Terminated,2017-01-25,2017-01-18,2017,1,25
Louisville,CO,168 Centennial Pkwy Ste 200,80027-1258,Class I,"The firm has initiated a recall of Rao's Made for Home Slow Simmered Soup, labeled as Chicken & Gnocchi but containing vegetable minestrone, with an undeclared egg allergen.","Rao's Made for Home Slow Simmered Soup, labeled as Chicken & Gnocchi, Soup in 16-ounce glass jars, 6 jars per case. Shelf stable, refrigerate after opening.","13,751 cases",Terminated,2023-03-01,2023-06-06,2023,3,1
Los Angeles,CA,1700 N Soto St,90033-1127,Class II,AI Foods is recalling egg roll skins due to undeclared wheat.,"Lumpia Vegetable (20 oz), 12 units/case, UPC 0 30283 16272 0",54 units,Terminated,2015-04-15,2015-07-24,2015,4,15
Oklahoma City,OK,2021 S Macarthur Blvd,73128-1630,Class I,"Undeclared egg, soy and milk.","7th Heaven Bakeries Oatmeal Raisin Cookie, 7th Heaven Bakeries, Oklahoma City, OK","1,873 cookies",Terminated,2013-06-05,2013-06-19,2013,6,5
Vernon,CA,5325 S Soto St,90058-3624,Class I,Dutch Red Potatoes were packed with a Dijon Mustard Sauce packet that did not declare the allergen of egg.,"Dutch Red Potatoes with Dijon Mustard Sauce.  NET WT. 1 LB 1.7 OZ (502g)  UPC code 0-45255-15221-0 Distributed by World Variety Produce, Inc. Los Angeles, CA Product of USA.",1701 units,Terminated,2022-10-05,2022-12-16,2022,10,5
Camarillo,CA,1320 Flynn Rd Ste B,93012-8744,Class I,Undeclared allergen; egg,"Fine Sconehenge Baking Company, Chocolate Chip Scone, individually sealed plastic bag",o	Exact amount is unknown as all affected product prior to 9/12/23 was misbranded,Ongoing,2023-11-08,,2023,11,8
Inglewood,CA,3915 W 102nd St,90303-1004,Class II,Undeclared allergen; egg.,"Sugarfina Sugar Cookies  Distributed by Sugarfina, Inc.  small candy cube, large candy cube, and 1.0oz. taster packet  UPC Code: 840278109414; 840278113725; 840278116580    9495 Santa Monica Blvd., Beverly Hills, CA 90210","33,609 units",Terminated,2018-06-20,2018-09-24,2018,6,20
Lorida,FL,1807 Us Highway 98,33857-9774,Class I,"Undeclared major allergens (fish, egg, soy, milk, and wheat) in  ""Captain Rusty's"" brand Blue Crab Dip uncovered during FDACS routine inspection.","Captain Rusty's Blue Crab Dip, Made with real Blue Crab  meat, Keep Refrigerated,16 oz.",unknown,Terminated,2020-06-24,2020-11-03,2020,6,24
Houston,TX,333 Northpark Central Dr,77073-6336,Class I,Undeclared egg,"Lean Pro 8 Cookies & Cream 1,000g (2.2lb) Tub",132 units,Terminated,2018-05-16,2018-10-19,2018,5,16
Santa Fe Springs,CA,13409 Orden Dr,90670-6336,Class I,"Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.","Shirakiku FISH CAKE SATSUMA AGE SK F;  20/ 150G; Net Wt. 5.29 oz.  Keep Frozen, 4 pcs.  UPC 0744109925598    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA","54,331 packages",Terminated,2019-08-14,2020-01-28,2019,8,14
Seattle,WA,3922 6th Avenue South,98108-5201,Class I,Gretchen's Shoebox Express is recalling Greek Yogurt Raspberry & Lemon Parfait cups sold under the Starbucks brand due to undeclared egg.,"Starbuck's brand Greek Yogurt Raspberry & Lemon Parfait; 6.1 oz single serve plastic cups, sold as individual unit. Finished product label is affixed to the top of the cup; nutritional labeling is located on the side of the cup, along with the printed code which appears on a white sticky label.  UPC 6211198649.",1726 cups/ 6.1 oz,Terminated,2014-03-26,2014-04-02,2014,3,26
Longmont,CO,800 Weaver Park Rd,80501-6024,Class I,Potential Egg Allergen contamination of Chocolate Milk.,"Farmer's All Natural 2% Reduced Fat Chocolate Milk, One Pint (473 mL), Packaged in food safe, single-trip, polyethylene plastic bottles. UPC Code: 8 33066 00895 2. Royal Crest Dairy www.royalcrestdairy.com Plant # 08-66-Longmont Colorado. Distributed by: RCD, Inc. Denver, Colorado. Keep refrigerated under 40¿F for best shelf life. Note: 20 bottles/case.",8 cases (20 units) and 2 units = 162 units,Terminated,2022-09-28,2023-01-18,2022,9,28
Chicago,IL,5569 W. Northwest Highway,60630,Class II,"Undeclared Allergens - Egg, Milk, and Wheat",Chicago Sweet Connections: Paczkis - Apple Flavor packaged in a clear plastic clamshell  4 pack,428,Terminated,2022-03-16,2022-03-18,2022,3,16
Knoxville,TN,1600 Harris Rd,37924-2215,Class II,"Listeria monocytogenes was found in egg salad produced by the firm.  In abundance of caution, firm is recalling all product produced on the same line on the same date.","Fresket Thai Lobster Salad packaged in 5lb plastic container, 2 containers per case, refrigerated",208 cases (2-5lb containers per case),Terminated,2019-08-28,2019-12-27,2019,8,28
West des Moines,IA,5820 Westown Pkwy,50266-8223,Class I,Product contains chipotle crema as part of a taco kit which contains undeclared major food allergen egg,"Hy-Vee  Chicken Street taco kit, Net Wt. 18 OZ, UPC 282503 212993.",unknown,Terminated,2021-06-16,2021-07-08,2021,6,16
Monterey,CA,2959 Salinas Hwy,93940-6400,Class I,Incorrect product master-pack label causing an undeclared allergen; egg.,Dole Chopped Kit Sesame Asian  Salad & Topping Net Wt: 9.5 oz (269 g)  Dressing Net: 2.5 FL oz (72 mL)  Total Net Wt. 12.25 oz (347 g)    UPC 0-71430-00035-9,1200 cases,Terminated,2021-02-03,2021-02-05,2021,2,3
Cincinnati,OH,1014 Vine St,45205,Class I,"The paninis may contain soy and egg, which are allergens.","QFC Chicken Pesto Panini wrapped in polywrap packaging, 10.32 oz. in size, included with five (5) other types of sandwiches in a 6-count ""variety pack"" case.",235 sandwiches,Terminated,2013-07-24,2014-02-11,2013,7,24
Plymouth,WI,1 Persnickety Pl,53073-3544,Class II,"Sargento is recalling Frozen Unbreaded French Onion CC, Frozen Unbreaded Egg 3 cheese and caramelized Onion and Frozen Unbreaded Egg, Gouda, caramelized onion due to potential Listeria monocytogenes or Salmonella contamination.","Frozen Unbreaded French onion / Swiss and Onion CC.  Sample Number 17-0160.01.  Keep Frozen at 0-degrees or below zero.  ""Food for Research or Evaluation Use"".  Sargento Technical Center, Elkhart Lake, WI  53020",16 pieces,Terminated,2019-01-02,2019-08-14,2019,1,2
Gardena,CA,1650 W El Segundo Blvd,90249-2010,Class I,Undeclared allergen; egg.,"Ottogi Spicy Seafood Flavor Udon Odongtong (Bowl)  3.53oz x 12ea  Item #21502162  Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc. 1650 W. El Segundo Bl. Gardena, CA 90249","1,594,338 units",Terminated,2019-03-06,2019-04-26,2019,3,6
Pittsburgh,PA,101 Kappa Dr,15238-2809,Class I,Products contain undeclared egg.,"BOLILLO ROLLS 6 COUNT;   PLU: 27754;  NET WT: 11OZ.;  CONTAINS: WHEAT, SOY",2357 - 6 PK UNITS,Terminated,2015-05-06,2015-05-27,2015,5,6
Rock Valley,IA,1438 Main St,51247-1224,Class I,Bakery products which contain an ingredient which contain egg do not declare egg on the label,"Raisin Bread, Valley Bakery, Rock Valley, IA, 1 count. UPC 290104404006, packaged in clear plastic bags",2 retail packages,Terminated,2017-05-03,2017-07-17,2017,5,3
Sunbury,PA,1000 S 2nd St,17801-3318,Class I,"Label does not list sub-ingredients for mayo and sour cream   The product contains undeclared egg, milk.","Weis Weis Markets, Inc., Sunbury, PA 17801-0471; Keep Refrigerated; Dried Beef Party Rye Dip; Ingredients: Hellman's Mayonaise, Sour Cream, Dried Beef (Cured with Water, Salt, Sugar, Sodium Nitrate, Sodium Nitrite), Parsley, Onion, Dill Weed; SELL BY RANGE  up to 02/16/2018.",approx. 150 units,Terminated,2018-02-21,2018-10-12,2018,2,21
Middlebury,IN,1065 N 1150 W,46540-9340,Class I,Undeclared egg ingredient,"Rise n Roll Bakery & Deli, Caramel Donuts, sold individually and  found in 6 count (436 g)UPC Code 6 26570 61744 0  or 12 count (861.83 g) UPC Code 6 26570 617457,   variety donut box identifying all donut varieties     Caramel Donuts  Enriched wheat flour, soybean oil, dextrose, salt, leaving, soy flour, dry whey, mono and diglycerides with BHT, sodium stearoyl, latylate, guar gum wheat starch, ascorbic acid, corn oil, beta carotene, citric acid, silicon dioxide, alpha tocopherols, tricalcium phosphate, soy shortening (palm oil, soybean oil, vitamin E)     TOPPING:  Powdered sugar, brown sugar, butter (milk), salt    Contains wheat, soy and milk",Unknown,Terminated,2014-03-12,2014-04-23,2014,3,12
Rock Valley,IA,1438 Main St,51247-1224,Class I,Bakery products which contain an ingredient which contain egg do not declare egg on the label,"Strawberry Tea Ring, Valley Bakery, Rock Valley, IA, 1 count. UPC 290406306006, packaged in clear plastic bags",Unknown,Terminated,2017-05-03,2017-07-17,2017,5,3
Leavenworth,WA,10171 Chumstick Hwy,98826-8762,Class II,"Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements.","Hot Dog Buns, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.",2 units,Terminated,2022-01-19,2022-01-10,2022,1,19
Grundy Center,IA,701 A Ave,50638-1431,Class II,An incorrect label was applied to the back of ranch dressing bottles. The incorrect label contained the ingredient information for zesty Italian dressing which fails to disclose the presence of milk and egg present in the product.,"Tuscan Garden Ranch Dressing, packaged in 16 oz bottles, Dist. & Sold Exclusively by ALDI, Batavia, IL packaged in 12 bottles per case","16,148 cases",Terminated,2021-05-05,2021-07-16,2021,5,5
Santa Fe Springs,CA,13409 Orden Dr,90670-6336,Class II,"Some chocolate products imported from Japan do not have the English label for Nutrition facts, ingredients or allergens, which include milk, soy, egg, tree nuts.","CHOCOLATE BLACK CHOCOLATE MEIJI, 1.75 oz.  Item number 69341    UPC 074410693411 - only on those bars with English labeling.    Distributed by Wismettac Asian Foods, Inc.",50 cases (10 individual items in inner carton) x 12 / master case,Terminated,2019-06-19,2019-07-05,2019,6,19
Austin,TX,550 Bowie St,78703-4644,Class I,Potential to contain undeclared egg,"Chicken Breast Chef Plate with Mac & Cheese and Broccoli, packaged in clear plastic container with printed label product code begins with 299430",580.91units (total of all products),Terminated,2020-12-02,2020-12-04,2020,12,2
Sterling,VA,22445 Sous Vide Ln,20166-9382,Class II,Undeclared egg and milk,"JUST Egg Inspired by Mexico Roasted Poblanos, Ancho Chilli Powder, Black Beans, Corn, Lime 4 Sous Vide Plant Egg Bites NET WT8.4OZ (238g). UPC: 0504402517, Expiration dates 3/3/2022, 3/29/2022, 3/10/2022, and 4/7/2022. 16 cartons per corrugated case, Carton GTIN 7 05044 02517 9  Case Bar Code 10 7054 402 5176",4339 cases,Terminated,2021-07-07,2022-03-30,2021,7,7
Buffalo,NY,1 Robert Rich Way,14213-1701,Class I,Product contains undeclared egg and soy.,Member's Mark brand BREADED MOZZARELLA STICKS; 72 STICKS; 2 RESEALABLE BAGS INCLUDED; NET WT 5 LB (2.26 kg); UPC 078742226880,15 Cases,Terminated,2023-08-16,2023-09-29,2023,8,16
Chicago,IL,5569 W. Northwest Highway,60630,Class II,"Undeclared Allergens - Egg, Milk, and Wheat",Chicago Sweet Connections: Paczkis - Chocolate Flavor packaged in a clear plastic clamshell  4 pack,1774,Terminated,2022-03-16,2022-03-18,2022,3,16
Kent,WA,"23444 30th Ave S., Space #104",98032-2807,Class I,"Butter Creek Farms, Inc. is recalling peanut butter cookies due to undeclared peanut, wheat, soy, egg. The firm sold single product or combined this product with other products in gift boxes from the website http://cowchipcookies.com/index.htm.",Peanut Butter Cookies,unknown,Terminated,2014-04-09,2014-09-24,2014,4,9
Snohomish,WA,21106 86th Ave SE,98296-7904,Class I,Cherry Vanilla  Custard (with egg) is being recalled due to the potential to be contaminated with Listeria monocytogenes.,"Cherry Vanilla  Custard (with egg), sold under Snoqualmie brand. Product is sold in 16 oz. (pint) paper cartons.  No UPC.","6,992 /16 oz. (pint) cartons",Terminated,2015-07-08,2016-02-23,2015,7,8
Knoxville,TN,1600 Harris Rd,37924-2215,Class I,"Listeria monocytogenes was found in egg salad produced by the firm.  In abundance of caution, firm is recalling all product produced on the same line on the same date.","Archer Farms egg salad packaged in 12oz plastic cup with lid, 6 cups per case, refrigerated",572 cases (6-12oz cups per case),Terminated,2019-08-28,2019-12-27,2019,8,28
Willernie,MN,106 Wildwood Rd,55090-7711,Class I,Sandwiches may contain undeclared soy and egg.,"Earle of Sandwiches X-Large Oven Roasted Turkey, Oven Roasted Turkey & Swiss Cheese on French Bread.  Net Wt. 10.25 oz (297g), UPC 97256 14379, Keep Refrigerated.  Earle of Sandwiches, Willernie, MN  55090",2256 units,Terminated,2021-10-13,2022-04-21,2021,10,13
